   Elapsed time	      I	     II	    III	    AVR	    AVL	    AVF	     V1	     V2	     V3	     V4	     V5	     V6
       0:00.082	 -0.148	 -5.767	 -6.783	  1.204	  3.581	 -6.664	 -1.635	 -2.720	 -2.583	 -5.037	 -4.551	 -2.272
       0:00.086	 -0.126	 -5.728	 -6.765	  1.175	  3.583	 -6.637	 -1.602	 -2.695	 -2.559	 -5.012	 -4.530	 -2.258
       0:00.089	 -0.109	 -5.726	 -6.781	  1.165	  3.600	 -6.643	 -1.616	 -2.715	 -2.573	 -5.016	 -4.534	 -2.252
       0:00.093	 -0.153	 -5.775	 -6.784	  1.212	  3.579	 -6.670	 -1.627	 -2.734	 -2.588	 -5.023	 -4.542	 -2.249
       0:00.097	 -0.171	 -5.771	 -6.763	  1.217	  3.559	 -6.656	 -1.629	 -2.732	 -2.584	 -5.021	 -4.532	 -2.227
       0:00.101	 -0.227	 -5.746	 -6.682	  1.233	  3.491	 -6.604	 -1.602	 -2.707	 -2.555	 -4.986	 -4.499	 -2.196
       0:00.105	 -0.270	 -5.728	 -6.621	  1.247	  3.439	 -6.565	 -1.565	 -2.666	 -2.520	 -4.951	 -4.476	 -2.188
       0:00.109	 -0.157	 -5.775	 -6.781	  1.214	  3.575	 -6.668	 -1.625	 -2.722	 -2.577	 -5.010	 -4.536	 -2.252
       0:00.113	  0.017	 -5.773	 -6.953	  1.124	  3.750	 -6.753	 -1.678	 -2.771	 -2.625	 -5.054	 -4.584	 -2.313
       0:00.117	 -0.132	 -5.784	 -6.816	  1.206	  3.606	 -6.689	 -1.625	 -2.732	 -2.579	 -4.994	 -4.518	 -2.231
       0:00.121	 -0.351	 -5.806	 -6.617	  1.326	  3.396	 -6.602	 -1.559	 -2.691	 -2.528	 -4.930	 -4.462	 -2.163
       0:00.125	 -0.183	 -5.814	 -6.794	  1.245	  3.569	 -6.693	 -1.590	 -2.720	 -2.563	 -4.971	 -4.505	 -2.208
       0:00.128	 -0.031	 -5.794	 -6.926	  1.159	  3.711	 -6.750	 -1.627	 -2.740	 -2.586	 -4.996	 -4.520	 -2.229
       0:00.132	 -0.085	 -5.794	 -6.872	  1.186	  3.656	 -6.722	 -1.600	 -2.705	 -2.553	 -4.965	 -4.505	 -2.216
       0:00.136	 -0.105	 -5.804	 -6.862	  1.202	  3.643	 -6.722	 -1.583	 -2.687	 -2.532	 -4.938	 -4.476	 -2.173
       0:00.140	 -0.107	 -5.833	 -6.889	  1.217	  3.654	 -6.751	 -1.586	 -2.695	 -2.536	 -4.936	 -4.482	 -2.194
       0:00.144	 -0.192	 -5.864	 -6.835	  1.276	  3.584	 -6.740	 -1.551	 -2.662	 -2.507	 -4.909	 -4.464	 -2.184
       0:00.148	 -0.186	 -5.854	 -6.831	  1.268	  3.586	 -6.732	 -1.557	 -2.664	 -2.507	 -4.887	 -4.433	 -2.150
       0:00.152	 -0.004	 -5.849	 -7.008	  1.173	  3.765	 -6.817	 -1.608	 -2.713	 -2.559	 -4.930	 -4.470	 -2.198
       0:00.156	 -0.043	 -5.864	 -6.984	  1.200	  3.734	 -6.814	 -1.583	 -2.687	 -2.532	 -4.907	 -4.447	 -2.167
       0:00.160	 -0.120	 -5.887	 -6.930	  1.250	  3.668	 -6.798	 -1.551	 -2.664	 -2.505	 -4.872	 -4.412	 -2.099
       0:00.163	 -0.210	 -5.901	 -6.854	  1.303	  3.586	 -6.767	 -1.520	 -2.635	 -2.470	 -4.825	 -4.369	 -2.049
       0:00.167	 -0.107	 -5.909	 -6.965	  1.254	  3.693	 -6.827	 -1.548	 -2.656	 -2.495	 -4.858	 -4.416	 -2.130
       0:00.171	 -0.041	 -5.909	 -7.031	  1.221	  3.759	 -6.860	 -1.565	 -2.674	 -2.515	 -4.880	 -4.452	 -2.181
       0:00.175	 -0.111	 -5.948	 -7.000	  1.276	  3.709	 -6.864	 -1.544	 -2.656	 -2.495	 -4.868	 -4.441	 -2.208
       0:00.179	 -0.126	 -5.971	 -7.008	  1.295	  3.705	 -6.880	 -1.538	 -2.654	 -2.493	 -4.858	 -4.443	 -2.214
       0:00.183	 -0.192	 -5.975	 -6.946	  1.330	  3.641	 -6.850	 -1.524	 -2.647	 -2.482	 -4.831	 -4.412	 -2.150
       0:00.187	 -0.142	 -5.955	 -6.977	  1.295	  3.682	 -6.856	 -1.524	 -2.647	 -2.482	 -4.833	 -4.412	 -2.113
       0:00.191	 -0.080	 -5.963	 -7.047	  1.268	  3.748	 -6.895	 -1.544	 -2.672	 -2.499	 -4.854	 -4.421	 -2.105
       0:00.195	 -0.130	 -5.977	 -7.010	  1.301	  3.703	 -6.883	 -1.526	 -2.656	 -2.478	 -4.827	 -4.400	 -2.107
       0:00.198	 -0.074	 -5.959	 -7.049	  1.264	  3.751	 -6.893	 -1.536	 -2.656	 -2.474	 -4.814	 -4.377	 -2.126
       0:00.202	 -0.150	 -5.955	 -6.969	  1.299	  3.674	 -6.852	 -1.513	 -2.629	 -2.443	 -4.783	 -4.344	 -2.089
       0:00.206	 -0.169	 -5.965	 -6.959	  1.315	  3.658	 -6.852	 -1.503	 -2.623	 -2.443	 -4.771	 -4.336	 -2.070
       0:00.210	 -0.155	 -5.953	 -6.961	  1.301	  3.666	 -6.847	 -1.513	 -2.639	 -2.452	 -4.765	 -4.336	 -2.045
       0:00.214	 -0.179	 -5.981	 -6.965	  1.326	  3.656	 -6.862	 -1.511	 -2.643	 -2.450	 -4.761	 -4.334	 -2.045
       0:00.218	 -0.136	 -5.994	 -7.021	  1.313	  3.707	 -6.897	 -1.522	 -2.654	 -2.466	 -4.777	 -4.369	 -2.109
       0:00.222	 -0.056	 -5.942	 -7.049	  1.247	  3.759	 -6.885	 -1.511	 -2.637	 -2.449	 -4.763	 -4.373	 -2.111
       0:00.226	 -0.124	 -5.928	 -6.967	  1.274	  3.685	 -6.837	 -1.487	 -2.614	 -2.419	 -4.726	 -4.330	 -2.062
       0:00.230	 -0.204	 -5.953	 -6.913	  1.326	  3.617	 -6.823	 -1.499	 -2.631	 -2.421	 -4.717	 -4.320	 -2.045
       0:00.233	 -0.190	 -6.002	 -6.975	  1.344	  3.656	 -6.878	 -1.534	 -2.666	 -2.447	 -4.736	 -4.344	 -2.089
       0:00.237	 -0.173	 -5.981	 -6.971	  1.324	  3.662	 -6.866	 -1.524	 -2.649	 -2.431	 -4.718	 -4.332	 -2.082
       0:00.241	 -0.117	 -5.887	 -6.934	  1.249	  3.672	 -6.800	 -1.495	 -2.619	 -2.396	 -4.678	 -4.295	 -2.031
       0:00.245	 -0.159	 -5.876	 -6.880	  1.264	  3.623	 -6.767	 -1.497	 -2.616	 -2.381	 -4.650	 -4.260	 -1.996
       0:00.249	 -0.291	 -5.971	 -6.843	  1.379	  3.540	 -6.796	 -1.534	 -2.647	 -2.400	 -4.658	 -4.270	 -2.010
       0:00.253	 -0.260	 -5.957	 -6.860	  1.355	  3.563	 -6.798	 -1.557	 -2.652	 -2.394	 -4.650	 -4.268	 -2.012
       0:00.257	 -0.278	 -5.957	 -6.843	  1.365	  3.546	 -6.790	 -1.600	 -2.693	 -2.417	 -4.650	 -4.264	 -2.008
       0:00.261	 -0.315	 -5.948	 -6.796	  1.379	  3.505	 -6.761	 -1.629	 -2.750	 -2.456	 -4.649	 -4.264	 -1.998
       0:00.265	 -0.208	 -5.852	 -6.808	  1.278	  3.563	 -6.720	 -1.612	 -2.732	 -2.437	 -4.623	 -4.235	 -1.965
       0:00.268	 -0.097	 -5.753	 -6.819	  1.173	  3.625	 -6.676	 -1.612	 -2.705	 -2.410	 -4.594	 -4.198	 -1.926
       0:00.272	 -0.163	 -5.825	 -6.825	  1.241	  3.594	 -6.715	 -1.664	 -2.751	 -2.450	 -4.616	 -4.227	 -1.957
       0:00.276	 -0.157	 -5.804	 -6.810	  1.227	  3.590	 -6.697	 -1.660	 -2.759	 -2.452	 -4.610	 -4.225	 -1.953
       0:00.280	 -0.099	 -5.685	 -6.750	  1.140	  3.588	 -6.608	 -1.604	 -2.718	 -2.412	 -4.559	 -4.173	 -1.897
       0:00.284	 -0.217	 -5.767	 -6.713	  1.239	  3.511	 -6.629	 -1.600	 -2.738	 -2.427	 -4.575	 -4.184	 -1.907
       0:00.288	 -0.283	 -5.841	 -6.720	  1.309	  3.482	 -6.670	 -1.631	 -2.759	 -2.456	 -4.606	 -4.214	 -1.936
       0:00.292	 -0.105	 -5.689	 -6.748	  1.144	  3.584	 -6.608	 -1.590	 -2.699	 -2.402	 -4.555	 -4.153	 -1.878
       0:00.296	 -0.060	 -5.701	 -6.804	  1.128	  3.635	 -6.643	 -1.590	 -2.691	 -2.408	 -4.571	 -4.163	 -1.885
       0:00.300	 -0.142	 -5.835	 -6.856	  1.235	  3.621	 -6.736	 -1.600	 -2.726	 -2.466	 -4.631	 -4.233	 -1.951
       0:00.304	 -0.252	 -5.961	 -6.872	  1.353	  3.573	 -6.806	 -1.577	 -2.734	 -2.499	 -4.672	 -4.291	 -2.017
       0:00.307	 -0.317	 -6.014	 -6.860	  1.412	  3.536	 -6.827	 -1.526	 -2.711	 -2.489	 -4.676	 -4.309	 -2.047
       0:00.311	 -0.367	 -6.117	 -6.913	  1.489	  3.536	 -6.905	 -1.520	 -2.720	 -2.509	 -4.709	 -4.342	 -2.085
       0:00.315	 -0.311	 -6.093	 -6.946	  1.449	  3.581	 -6.909	 -1.501	 -2.699	 -2.485	 -4.693	 -4.326	 -2.068
       0:00.319	 -0.258	 -6.008	 -6.913	  1.381	  3.590	 -6.850	 -1.487	 -2.678	 -2.460	 -4.666	 -4.299	 -2.033
       0:00.323	 -0.258	 -6.021	 -6.926	  1.386	  3.598	 -6.864	 -1.497	 -2.691	 -2.482	 -4.682	 -4.324	 -2.060
       0:00.327	 -0.221	 -5.975	 -6.917	  1.346	  3.612	 -6.835	 -1.485	 -2.680	 -2.474	 -4.672	 -4.320	 -2.056
       0:00.331	 -0.194	 -5.907	 -6.876	  1.297	  3.604	 -6.781	 -1.483	 -2.672	 -2.466	 -4.660	 -4.299	 -2.031
       0:00.335	 -0.155	 -5.880	 -6.887	  1.264	  3.629	 -6.773	 -1.478	 -2.660	 -2.456	 -4.654	 -4.287	 -2.012
       0:00.339	 -0.167	 -5.876	 -6.872	  1.268	  3.616	 -6.763	 -1.470	 -2.652	 -2.450	 -4.647	 -4.287	 -2.012
       0:00.342	 -0.179	 -5.868	 -6.852	  1.270	  3.600	 -6.750	 -1.476	 -2.660	 -2.460	 -4.656	 -4.299	 -2.029
       0:00.346	 -0.146	 -5.845	 -6.862	  1.243	  3.621	 -6.744	 -1.507	 -2.683	 -2.487	 -4.676	 -4.326	 -2.052
       0:00.350	 -0.140	 -5.843	 -6.866	  1.239	  3.627	 -6.744	 -1.526	 -2.699	 -2.503	 -4.683	 -4.332	 -2.056
       0:00.354	 -0.140	 -5.845	 -6.868	  1.239	  3.627	 -6.746	 -1.536	 -2.715	 -2.515	 -4.699	 -4.351	 -2.070
       0:00.358	 -0.177	 -5.860	 -6.847	  1.266	  3.598	 -6.744	 -1.528	 -2.711	 -2.518	 -4.703	 -4.363	 -2.083
       0:00.362	 -0.227	 -5.816	 -6.751	  1.268	  3.526	 -6.674	 -1.509	 -2.691	 -2.497	 -4.676	 -4.334	 -2.054
       0:00.366	 -0.235	 -5.755	 -6.683	  1.243	  3.487	 -6.610	 -1.501	 -2.674	 -2.489	 -4.662	 -4.318	 -2.043
       0:00.370	 -0.206	 -5.728	 -6.685	  1.214	  3.503	 -6.596	 -1.515	 -2.683	 -2.505	 -4.670	 -4.334	 -2.066
       0:00.374	 -0.169	 -5.682	 -6.676	  1.173	  3.517	 -6.569	 -1.536	 -2.699	 -2.526	 -4.685	 -4.357	 -2.099
       0:00.377	 -0.159	 -5.664	 -6.668	  1.159	  3.518	 -6.555	 -1.534	 -2.682	 -2.518	 -4.689	 -4.373	 -2.122
       0:00.381	 -0.148	 -5.670	 -6.685	  1.155	  3.532	 -6.567	 -1.509	 -2.633	 -2.472	 -4.666	 -4.369	 -2.142
       0:00.385	 -0.113	 -5.641	 -6.691	  1.124	  3.553	 -6.555	 -1.491	 -2.575	 -2.381	 -4.598	 -4.317	 -2.132
       0:00.389	 -0.091	 -5.561	 -6.633	  1.074	  3.534	 -6.487	 -1.503	 -2.548	 -2.305	 -4.517	 -4.223	 -2.083
       0:00.393	 -0.052	 -5.493	 -6.604	  1.019	  3.540	 -6.439	 -1.540	 -2.559	 -2.276	 -4.447	 -4.078	 -1.942
       0:00.397	  0.000	 -5.361	 -6.524	  0.928	  3.526	 -6.332	 -1.625	 -2.666	 -2.365	 -4.392	 -3.802	 -1.610
       0:00.401	  0.107	 -5.159	 -6.429	  0.773	  3.532	 -6.184	 -1.783	 -2.847	 -2.530	 -4.324	 -3.365	 -1.107
       0:00.405	  0.219	 -4.870	 -6.252	  0.573	  3.499	 -5.951	 -2.058	 -3.144	 -2.810	 -4.291	 -2.839	 -0.454
       0:00.409	  0.324	 -4.482	 -5.969	  0.326	  3.410	 -5.614	 -2.388	 -3.507	 -3.173	 -4.307	 -2.384	  0.140
       0:00.412	  0.293	 -4.309	 -5.765	  0.254	  3.293	 -5.427	 -2.555	 -3.742	 -3.466	 -4.468	 -2.528	  0.072
       0:00.416	  0.175	 -4.637	 -5.975	  0.478	  3.338	 -5.695	 -2.478	 -3.753	 -3.678	 -4.936	 -3.550	 -0.905
       0:00.420	  0.047	 -5.037	 -6.247	  0.742	  3.410	 -6.031	 -2.287	 -3.623	 -3.804	 -5.404	 -4.594	 -1.817
       0:00.424	 -0.033	 -5.297	 -6.427	  0.913	  3.460	 -6.252	 -2.089	 -3.404	 -3.717	 -5.590	 -5.033	 -2.249
       0:00.428	 -0.099	 -5.398	 -6.462	  0.996	  3.445	 -6.320	 -1.938	 -3.175	 -3.433	 -5.449	 -4.965	 -2.353
       0:00.432	 -0.118	 -5.390	 -6.435	  1.002	  3.421	 -6.303	 -1.833	 -3.000	 -3.144	 -5.227	 -4.798	 -2.355
       0:00.436	 -0.142	 -5.301	 -6.322	  0.969	  3.353	 -6.202	 -1.777	 -2.917	 -2.948	 -5.031	 -4.654	 -2.295
       0:00.440	 -0.155	 -5.229	 -6.237	  0.940	  3.305	 -6.122	 -1.759	 -2.880	 -2.829	 -4.909	 -4.557	 -2.245
       0:00.444	 -0.128	 -5.216	 -6.250	  0.918	  3.324	 -6.122	 -1.736	 -2.847	 -2.738	 -4.825	 -4.493	 -2.217
       0:00.447	 -0.109	 -5.204	 -6.258	  0.903	  3.338	 -6.120	 -1.705	 -2.804	 -2.664	 -4.757	 -4.441	 -2.190
       0:00.451	 -0.103	 -5.219	 -6.280	  0.909	  3.351	 -6.140	 -1.689	 -2.786	 -2.635	 -4.734	 -4.431	 -2.196
       0:00.455	 -0.111	 -5.272	 -6.324	  0.938	  3.371	 -6.188	 -1.691	 -2.790	 -2.635	 -4.744	 -4.452	 -2.214
       0:00.459	 -0.128	 -5.305	 -6.340	  0.963	  3.369	 -6.212	 -1.691	 -2.792	 -2.631	 -4.740	 -4.456	 -2.217
       0:00.463	 -0.140	 -5.315	 -6.338	  0.975	  3.363	 -6.216	 -1.676	 -2.783	 -2.612	 -4.728	 -4.454	 -2.214
       0:00.467	 -0.099	 -5.266	 -6.330	  0.930	  3.379	 -6.188	 -1.654	 -2.765	 -2.586	 -4.703	 -4.433	 -2.200
       0:00.471	 -0.070	 -5.243	 -6.336	  0.903	  3.396	 -6.179	 -1.662	 -2.771	 -2.584	 -4.695	 -4.429	 -2.202
       0:00.475	 -0.080	 -5.276	 -6.359	  0.924	  3.404	 -6.208	 -1.685	 -2.790	 -2.600	 -4.713	 -4.449	 -2.217
       0:00.479	 -0.140	 -5.309	 -6.332	  0.971	  3.359	 -6.210	 -1.689	 -2.806	 -2.608	 -4.720	 -4.456	 -2.221
       0:00.482	 -0.161	 -5.297	 -6.299	  0.977	  3.332	 -6.188	 -1.674	 -2.796	 -2.596	 -4.709	 -4.450	 -2.221
       0:00.486	 -0.107	 -5.241	 -6.297	  0.920	  3.359	 -6.159	 -1.660	 -2.786	 -2.583	 -4.693	 -4.441	 -2.221
       0:00.490	 -0.117	 -5.219	 -6.266	  0.915	  3.338	 -6.132	 -1.658	 -2.794	 -2.581	 -4.691	 -4.443	 -2.229
       0:00.494	 -0.099	 -5.181	 -6.245	  0.887	  3.336	 -6.103	 -1.664	 -2.796	 -2.584	 -4.689	 -4.437	 -2.227
       0:00.498	 -0.056	 -5.128	 -6.235	  0.839	  3.353	 -6.072	 -1.680	 -2.808	 -2.588	 -4.693	 -4.435	 -2.225
       0:00.502	 -0.052	 -5.105	 -6.216	  0.825	  3.346	 -6.050	 -1.691	 -2.817	 -2.596	 -4.695	 -4.433	 -2.225
       0:00.506	 -0.080	 -5.101	 -6.184	  0.837	  3.317	 -6.033	 -1.711	 -2.835	 -2.608	 -4.705	 -4.449	 -2.241
       0:00.510	 -0.095	 -5.091	 -6.159	  0.841	  3.295	 -6.016	 -1.732	 -2.854	 -2.623	 -4.718	 -4.466	 -2.258
       0:00.514	 -0.070	 -5.070	 -6.163	  0.817	  3.311	 -6.006	 -1.736	 -2.860	 -2.633	 -4.730	 -4.476	 -2.268
       0:00.518	 -0.016	 -4.981	 -6.128	  0.746	  3.320	 -5.944	 -1.728	 -2.850	 -2.619	 -4.718	 -4.468	 -2.260
       0:00.521	 -0.066	 -4.994	 -6.091	  0.777	  3.276	 -5.932	 -1.742	 -2.866	 -2.629	 -4.728	 -4.485	 -2.282
       0:00.525	 -0.054	 -4.981	 -6.089	  0.765	  3.282	 -5.924	 -1.753	 -2.874	 -2.635	 -4.730	 -4.493	 -2.285
       0:00.529	 -0.058	 -4.990	 -6.095	  0.771	  3.282	 -5.932	 -1.783	 -2.907	 -2.662	 -4.755	 -4.522	 -2.305
       0:00.533	 -0.072	 -4.975	 -6.066	  0.771	  3.260	 -5.911	 -1.794	 -2.915	 -2.670	 -4.757	 -4.522	 -2.307
       0:00.537	 -0.083	 -4.963	 -6.043	  0.771	  3.243	 -5.893	 -1.786	 -2.909	 -2.660	 -4.748	 -4.520	 -2.307
       0:00.541	  0.058	 -4.831	 -6.052	  0.633	  3.318	 -5.831	 -1.761	 -2.880	 -2.629	 -4.718	 -4.505	 -2.285
       0:00.545	  0.029	 -4.850	 -6.043	  0.658	  3.299	 -5.837	 -1.773	 -2.887	 -2.633	 -4.718	 -4.509	 -2.287
       0:00.549	 -0.146	 -4.990	 -6.008	  0.816	  3.194	 -5.889	 -1.808	 -2.934	 -2.668	 -4.750	 -4.548	 -2.320
       0:00.553	 -0.085	 -4.951	 -6.029	  0.765	  3.235	 -5.880	 -1.806	 -2.928	 -2.650	 -4.734	 -4.534	 -2.305
       0:00.556	 -0.012	 -4.874	 -6.025	  0.689	  3.270	 -5.839	 -1.786	 -2.907	 -2.617	 -4.699	 -4.505	 -2.285
       0:00.560	  0.111	 -4.738	 -6.012	  0.561	  3.324	 -5.765	 -1.730	 -2.850	 -2.557	 -4.643	 -4.456	 -2.247
       0:00.564	  0.052	 -4.788	 -6.004	  0.616	  3.291	 -5.786	 -1.730	 -2.852	 -2.551	 -4.637	 -4.454	 -2.249
       0:00.568	 -0.126	 -4.965	 -6.002	  0.792	  3.202	 -5.874	 -1.781	 -2.909	 -2.606	 -4.685	 -4.505	 -2.293
       0:00.572	 -0.087	 -4.950	 -6.025	  0.765	  3.233	 -5.878	 -1.788	 -2.913	 -2.604	 -4.682	 -4.499	 -2.287
       0:00.576	 -0.068	 -4.975	 -6.070	  0.769	  3.264	 -5.913	 -1.798	 -2.920	 -2.606	 -4.682	 -4.501	 -2.299
       0:00.580	  0.002	 -4.880	 -6.045	  0.685	  3.287	 -5.852	 -1.753	 -2.874	 -2.550	 -4.625	 -4.445	 -2.250
       0:00.584	  0.126	 -4.771	 -6.060	  0.569	  3.357	 -5.806	 -1.711	 -2.825	 -2.493	 -4.569	 -4.394	 -2.206
       0:00.588	  0.023	 -4.891	 -6.078	  0.682	  3.315	 -5.874	 -1.742	 -2.852	 -2.513	 -4.588	 -4.412	 -2.231
       0:00.591	 -0.136	 -5.056	 -6.083	  0.843	  3.237	 -5.959	 -1.773	 -2.893	 -2.548	 -4.617	 -4.445	 -2.268
       0:00.595	 -0.083	 -5.031	 -6.111	  0.804	  3.278	 -5.961	 -1.744	 -2.866	 -2.515	 -4.586	 -4.414	 -2.237
       0:00.599	 -0.023	 -4.990	 -6.130	  0.753	  3.317	 -5.950	 -1.718	 -2.841	 -2.483	 -4.551	 -4.383	 -2.206
       0:00.603	 -0.089	 -5.052	 -6.126	  0.817	  3.282	 -5.979	 -1.728	 -2.845	 -2.472	 -4.544	 -4.375	 -2.198
       0:00.607	 -0.099	 -5.064	 -6.128	  0.829	  3.278	 -5.986	 -1.728	 -2.841	 -2.454	 -4.530	 -4.355	 -2.184
       0:00.611	 -0.027	 -5.029	 -6.165	  0.775	  3.332	 -5.986	 -1.718	 -2.821	 -2.427	 -4.505	 -4.330	 -2.165
       0:00.615	  0.031	 -5.008	 -6.202	  0.736	  3.381	 -5.994	 -1.695	 -2.798	 -2.390	 -4.468	 -4.297	 -2.140
       0:00.619	 -0.041	 -5.066	 -6.188	  0.800	  3.338	 -6.017	 -1.703	 -2.804	 -2.384	 -4.454	 -4.287	 -2.142
       0:00.623	 -0.068	 -5.095	 -6.190	  0.829	  3.324	 -6.033	 -1.689	 -2.794	 -2.359	 -4.427	 -4.256	 -2.118
       0:00.626	 -0.064	 -5.107	 -6.206	  0.833	  3.334	 -6.047	 -1.674	 -2.769	 -2.326	 -4.392	 -4.216	 -2.082
       0:00.630	 -0.066	 -5.105	 -6.202	  0.833	  3.332	 -6.043	 -1.660	 -2.750	 -2.297	 -4.357	 -4.183	 -2.050
       0:00.634	 -0.072	 -5.117	 -6.208	  0.841	  3.332	 -6.052	 -1.658	 -2.740	 -2.268	 -4.324	 -4.150	 -2.019
       0:00.638	 -0.031	 -5.105	 -6.237	  0.816	  3.367	 -6.060	 -1.649	 -2.720	 -2.239	 -4.293	 -4.117	 -2.006
       0:00.642	  0.008	 -5.120	 -6.291	  0.804	  3.414	 -6.095	 -1.635	 -2.695	 -2.204	 -4.268	 -4.089	 -1.996
       0:00.646	 -0.019	 -5.171	 -6.315	  0.843	  3.412	 -6.132	 -1.637	 -2.689	 -2.183	 -4.243	 -4.072	 -1.996
       0:00.650	 -0.031	 -5.161	 -6.293	  0.843	  3.394	 -6.117	 -1.627	 -2.668	 -2.151	 -4.214	 -4.054	 -1.988
       0:00.654	 -0.021	 -5.153	 -6.295	  0.835	  3.400	 -6.115	 -1.616	 -2.647	 -2.117	 -4.181	 -4.021	 -1.950
       0:00.658	  0.010	 -5.115	 -6.287	  0.800	  3.412	 -6.091	 -1.592	 -2.610	 -2.066	 -4.124	 -3.959	 -1.901
       0:00.661	 -0.021	 -5.132	 -6.274	  0.823	  3.390	 -6.093	 -1.586	 -2.592	 -2.029	 -4.083	 -3.918	 -1.872
       0:00.665	 -0.017	 -5.169	 -6.315	  0.841	  3.412	 -6.132	 -1.586	 -2.584	 -2.002	 -4.060	 -3.893	 -1.845
       0:00.669	  0.012	 -5.181	 -6.355	  0.831	  3.447	 -6.157	 -1.586	 -2.577	 -1.979	 -4.039	 -3.858	 -1.806
       0:00.673	 -0.047	 -5.237	 -6.353	  0.889	  3.417	 -6.184	 -1.592	 -2.575	 -1.965	 -4.016	 -3.825	 -1.777
       0:00.677	 -0.089	 -5.247	 -6.320	  0.915	  3.379	 -6.173	 -1.598	 -2.575	 -1.946	 -3.986	 -3.792	 -1.751
       0:00.681	 -0.025	 -5.163	 -6.301	  0.841	  3.402	 -6.122	 -1.571	 -2.538	 -1.895	 -3.928	 -3.734	 -1.713
       0:00.685	 -0.021	 -5.184	 -6.326	  0.850	  3.416	 -6.146	 -1.567	 -2.524	 -1.872	 -3.909	 -3.717	 -1.695
       0:00.689	 -0.014	 -5.181	 -6.330	  0.845	  3.421	 -6.146	 -1.561	 -2.515	 -1.847	 -3.872	 -3.672	 -1.637
       0:00.693	  0.012	 -5.163	 -6.338	  0.823	  3.439	 -6.140	 -1.551	 -2.495	 -1.819	 -3.831	 -3.619	 -1.579
